id,item_id,dept_id,cat_id,store_id,state_id,d,demand,date,wm_yr_wk,weekday,wday,month,year,sell_price,sales_revenue
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_475,100,2012-05-17,11216,Thursday,6,5,2012,1.58,158.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_476,108,2012-05-18,11216,Friday,7,5,2012,1.58,170.64000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_477,150,2012-05-19,11217,Saturday,1,5,2012,1.58,237.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_478,137,2012-05-20,11217,Sunday,2,5,2012,1.58,216.46
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_479,100,2012-05-21,11217,Monday,3,5,2012,1.58,158.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_480,107,2012-05-22,11217,Tuesday,4,5,2012,1.58,169.06
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_481,85,2012-05-23,11217,Wednesday,5,5,2012,1.58,134.3
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_482,101,2012-05-24,11217,Thursday,6,5,2012,1.58,159.58
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_483,113,2012-05-25,11217,Friday,7,5,2012,1.58,178.54000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_484,131,2012-05-26,11218,Saturday,1,5,2012,1.58,206.98000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_485,118,2012-05-27,11218,Sunday,2,5,2012,1.58,186.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_486,105,2012-05-28,11218,Monday,3,5,2012,1.58,165.9
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_487,60,2012-05-29,11218,Tuesday,4,5,2012,1.58,94.80000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_488,91,2012-05-30,11218,Wednesday,5,5,2012,1.58,143.78
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_489,65,2012-05-31,11218,Thursday,6,5,2012,1.58,102.7
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_490,109,2012-06-01,11218,Friday,7,6,2012,1.58,172.22
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_491,117,2012-06-02,11219,Saturday,1,6,2012,1.58,184.86
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_492,138,2012-06-03,11219,Sunday,2,6,2012,1.58,218.04000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_493,94,2012-06-04,11219,Monday,3,6,2012,1.58,148.52
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_494,77,2012-06-05,11219,Tuesday,4,6,2012,1.58,121.66000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_495,104,2012-06-06,11219,Wednesday,5,6,2012,1.58,164.32
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_496,101,2012-06-07,11219,Thursday,6,6,2012,1.58,159.58
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_497,115,2012-06-08,11219,Friday,7,6,2012,1.58,181.70000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_498,130,2012-06-09,11220,Saturday,1,6,2012,1.58,205.4
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_499,152,2012-06-10,11220,Sunday,2,6,2012,1.58,240.16000000000003
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_500,136,2012-06-11,11220,Monday,3,6,2012,1.58,214.88
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_501,100,2012-06-12,11220,Tuesday,4,6,2012,1.58,158.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_502,117,2012-06-13,11220,Wednesday,5,6,2012,1.58,184.86
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_503,108,2012-06-14,11220,Thursday,6,6,2012,1.58,170.64000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_504,125,2012-06-15,11220,Friday,7,6,2012,1.58,197.5
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_505,144,2012-06-16,11221,Saturday,1,6,2012,1.58,227.52
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_506,135,2012-06-17,11221,Sunday,2,6,2012,1.58,213.3
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_507,85,2012-06-18,11221,Monday,3,6,2012,1.58,134.3
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_508,91,2012-06-19,11221,Tuesday,4,6,2012,1.58,143.78
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_509,106,2012-06-20,11221,Wednesday,5,6,2012,1.58,167.48000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_510,104,2012-06-21,11221,Thursday,6,6,2012,1.58,164.32
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_511,126,2012-06-22,11221,Friday,7,6,2012,1.58,199.08
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_512,139,2012-06-23,11222,Saturday,1,6,2012,1.58,219.62
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_513,140,2012-06-24,11222,Sunday,2,6,2012,1.58,221.20000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_514,120,2012-06-25,11222,Monday,3,6,2012,1.58,189.60000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_515,105,2012-06-26,11222,Tuesday,4,6,2012,1.58,165.9
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_516,113,2012-06-27,11222,Wednesday,5,6,2012,1.58,178.54000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_517,88,2012-06-28,11222,Thursday,6,6,2012,1.58,139.04000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_518,112,2012-06-29,11222,Friday,7,6,2012,1.58,176.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_519,106,2012-06-30,11223,Saturday,1,6,2012,1.58,167.48000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_520,124,2012-07-01,11223,Sunday,2,7,2012,1.58,195.92000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_521,117,2012-07-02,11223,Monday,3,7,2012,1.58,184.86
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_522,112,2012-07-03,11223,Tuesday,4,7,2012,1.58,176.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_523,142,2012-07-04,11223,Wednesday,5,7,2012,1.58,224.36
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_524,95,2012-07-05,11223,Thursday,6,7,2012,1.58,150.1
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_525,118,2012-07-06,11223,Friday,7,7,2012,1.58,186.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_526,163,2012-07-07,11224,Saturday,1,7,2012,1.58,257.54
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_527,126,2012-07-08,11224,Sunday,2,7,2012,1.58,199.08
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_528,65,2012-07-09,11224,Monday,3,7,2012,1.58,102.7
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_529,71,2012-07-10,11224,Tuesday,4,7,2012,1.58,112.18
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_530,93,2012-07-11,11224,Wednesday,5,7,2012,1.58,146.94
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_531,81,2012-07-12,11224,Thursday,6,7,2012,1.58,127.98
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_532,114,2012-07-13,11224,Friday,7,7,2012,1.58,180.12
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_533,147,2012-07-14,11225,Saturday,1,7,2012,1.58,232.26000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_534,118,2012-07-15,11225,Sunday,2,7,2012,1.58,186.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_535,108,2012-07-16,11225,Monday,3,7,2012,1.58,170.64000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_536,88,2012-07-17,11225,Tuesday,4,7,2012,1.58,139.04000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_537,78,2012-07-18,11225,Wednesday,5,7,2012,1.58,123.24000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_538,114,2012-07-19,11225,Thursday,6,7,2012,1.58,180.12
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_539,132,2012-07-20,11225,Friday,7,7,2012,1.58,208.56
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_540,152,2012-07-21,11226,Saturday,1,7,2012,1.58,240.16000000000003
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_541,133,2012-07-22,11226,Sunday,2,7,2012,1.58,210.14000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_542,79,2012-07-23,11226,Monday,3,7,2012,1.58,124.82000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_543,90,2012-07-24,11226,Tuesday,4,7,2012,1.58,142.20000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_544,104,2012-07-25,11226,Wednesday,5,7,2012,1.58,164.32
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_545,95,2012-07-26,11226,Thursday,6,7,2012,1.58,150.1
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_546,124,2012-07-27,11226,Friday,7,7,2012,1.58,195.92000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_547,138,2012-07-28,11227,Saturday,1,7,2012,1.58,218.04000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_548,154,2012-07-29,11227,Sunday,2,7,2012,1.58,243.32000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_549,77,2012-07-30,11227,Monday,3,7,2012,1.58,121.66000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_550,106,2012-07-31,11227,Tuesday,4,7,2012,1.58,167.48000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_551,91,2012-08-01,11227,Wednesday,5,8,2012,1.58,143.78
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_552,126,2012-08-02,11227,Thursday,6,8,2012,1.58,199.08
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_553,133,2012-08-03,11227,Friday,7,8,2012,1.58,210.14000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_554,139,2012-08-04,11228,Saturday,1,8,2012,1.58,219.62
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_555,149,2012-08-05,11228,Sunday,2,8,2012,1.58,235.42000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_556,111,2012-08-06,11228,Monday,3,8,2012,1.58,175.38
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_557,98,2012-08-07,11228,Tuesday,4,8,2012,1.58,154.84
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_558,112,2012-08-08,11228,Wednesday,5,8,2012,1.58,176.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_559,125,2012-08-09,11228,Thursday,6,8,2012,1.58,197.5
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_560,112,2012-08-10,11228,Friday,7,8,2012,1.58,176.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_561,194,2012-08-11,11229,Saturday,1,8,2012,1.58,306.52000000000004
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_562,178,2012-08-12,11229,Sunday,2,8,2012,1.58,281.24
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_563,133,2012-08-13,11229,Monday,3,8,2012,1.58,210.14000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_564,99,2012-08-14,11229,Tuesday,4,8,2012,1.58,156.42000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_565,104,2012-08-15,11229,Wednesday,5,8,2012,1.58,164.32
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_566,132,2012-08-16,11229,Thursday,6,8,2012,1.58,208.56
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_567,141,2012-08-17,11229,Friday,7,8,2012,1.58,222.78
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_568,176,2012-08-18,11230,Saturday,1,8,2012,1.58,278.08000000000004
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_569,189,2012-08-19,11230,Sunday,2,8,2012,1.58,298.62
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_570,118,2012-08-20,11230,Monday,3,8,2012,1.58,186.44
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_571,119,2012-08-21,11230,Tuesday,4,8,2012,1.58,188.02
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_572,110,2012-08-22,11230,Wednesday,5,8,2012,1.58,173.8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_573,96,2012-08-23,11230,Thursday,6,8,2012,1.58,151.68
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_574,129,2012-08-24,11230,Friday,7,8,2012,1.58,203.82000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_575,169,2012-08-25,11231,Saturday,1,8,2012,1.58,267.02000000000004
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_576,180,2012-08-26,11231,Sunday,2,8,2012,1.58,284.40000000000003
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_577,126,2012-08-27,11231,Monday,3,8,2012,1.58,199.08
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_578,114,2012-08-28,11231,Tuesday,4,8,2012,1.58,180.12
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_579,117,2012-08-29,11231,Wednesday,5,8,2012,1.58,184.86
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_580,122,2012-08-30,11231,Thursday,6,8,2012,1.58,192.76000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_581,112,2012-08-31,11231,Friday,7,8,2012,1.58,176.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_582,164,2012-09-01,11232,Saturday,1,9,2012,1.58,259.12
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_583,149,2012-09-02,11232,Sunday,2,9,2012,1.58,235.42000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_584,148,2012-09-03,11232,Monday,3,9,2012,1.58,233.84
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_585,89,2012-09-04,11232,Tuesday,4,9,2012,1.58,140.62
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_586,87,2012-09-05,11232,Wednesday,5,9,2012,1.58,137.46
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_587,110,2012-09-06,11232,Thursday,6,9,2012,1.58,173.8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_588,148,2012-09-07,11232,Friday,7,9,2012,1.58,233.84
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_589,141,2012-09-08,11233,Saturday,1,9,2012,1.58,222.78
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_590,136,2012-09-09,11233,Sunday,2,9,2012,1.58,214.88
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_591,112,2012-09-10,11233,Monday,3,9,2012,1.58,176.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_592,91,2012-09-11,11233,Tuesday,4,9,2012,1.58,143.78
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_593,75,2012-09-12,11233,Wednesday,5,9,2012,1.58,118.5
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_594,93,2012-09-13,11233,Thursday,6,9,2012,1.58,146.94
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_595,101,2012-09-14,11233,Friday,7,9,2012,1.58,159.58
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_596,160,2012-09-15,11234,Saturday,1,9,2012,1.58,252.8
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_597,151,2012-09-16,11234,Sunday,2,9,2012,1.58,238.58
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_598,98,2012-09-17,11234,Monday,3,9,2012,1.58,154.84
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_599,84,2012-09-18,11234,Tuesday,4,9,2012,1.58,132.72
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_600,75,2012-09-19,11234,Wednesday,5,9,2012,1.58,118.5
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_601,100,2012-09-20,11234,Thursday,6,9,2012,1.58,158.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_602,105,2012-09-21,11234,Friday,7,9,2012,1.58,165.9
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_603,143,2012-09-22,11235,Saturday,1,9,2012,1.58,225.94
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_604,125,2012-09-23,11235,Sunday,2,9,2012,1.58,197.5
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_605,83,2012-09-24,11235,Monday,3,9,2012,1.58,131.14000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_606,100,2012-09-25,11235,Tuesday,4,9,2012,1.58,158.0
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_607,81,2012-09-26,11235,Wednesday,5,9,2012,1.58,127.98
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_608,81,2012-09-27,11235,Thursday,6,9,2012,1.58,127.98
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_609,111,2012-09-28,11235,Friday,7,9,2012,1.58,175.38
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_610,105,2012-09-29,11236,Saturday,1,9,2012,1.58,165.9
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_611,120,2012-09-30,11236,Sunday,2,9,2012,1.58,189.60000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_612,87,2012-10-01,11236,Monday,3,10,2012,1.58,137.46
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_613,85,2012-10-02,11236,Tuesday,4,10,2012,1.58,134.3
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_614,84,2012-10-03,11236,Wednesday,5,10,2012,1.58,132.72
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_615,92,2012-10-04,11236,Thursday,6,10,2012,1.58,145.36
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_616,111,2012-10-05,11236,Friday,7,10,2012,1.58,175.38
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_617,155,2012-10-06,11237,Saturday,1,10,2012,1.58,244.9
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_618,137,2012-10-07,11237,Sunday,2,10,2012,1.58,216.46
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_619,82,2012-10-08,11237,Monday,3,10,2012,1.58,129.56
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_620,101,2012-10-09,11237,Tuesday,4,10,2012,1.58,159.58
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_621,87,2012-10-10,11237,Wednesday,5,10,2012,1.58,137.46
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_622,109,2012-10-11,11237,Thursday,6,10,2012,1.58,172.22
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_623,111,2012-10-12,11237,Friday,7,10,2012,1.58,175.38
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_624,169,2012-10-13,11238,Saturday,1,10,2012,1.58,267.02000000000004
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_625,129,2012-10-14,11238,Sunday,2,10,2012,1.58,203.82000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_626,79,2012-10-15,11238,Monday,3,10,2012,1.58,124.82000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_627,79,2012-10-16,11238,Tuesday,4,10,2012,1.58,124.82000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_628,103,2012-10-17,11238,Wednesday,5,10,2012,1.58,162.74
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_629,75,2012-10-18,11238,Thursday,6,10,2012,1.58,118.5
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_630,112,2012-10-19,11238,Friday,7,10,2012,1.58,176.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_631,123,2012-10-20,11239,Saturday,1,10,2012,1.58,194.34
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_632,141,2012-10-21,11239,Sunday,2,10,2012,1.58,222.78
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_633,95,2012-10-22,11239,Monday,3,10,2012,1.58,150.1
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_634,112,2012-10-23,11239,Tuesday,4,10,2012,1.58,176.96
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_635,79,2012-10-24,11239,Wednesday,5,10,2012,1.58,124.82000000000001
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_636,129,2012-10-25,11239,Thursday,6,10,2012,1.58,203.82000000000002
FOODS_3_586_TX_2_evaluation,FOODS_3_586,FOODS_3,FOODS,TX_2,TX,d_637,109,2012-10-26,11239,Friday,7,10,2012,1.58,172.22
